,touch_x,touch_y,key
61669,0.465740740741,0.158208955224,t
61670,0.583333333333,0.380597014925,h
61671,0.338888888889,0.361194029851,d
61672,0.0675925925926,0.461194029851,a
61673,0.72962962963,0.632835820896,n
61674,0.8287037037039999,0.177611940299,o
61675,0.915740740741,0.591044776119,delete
61676,0.20185185185199997,0.461194029851,s
61677,0.950925925926,0.602985074627,delete
61678,0.936111111111,0.605970149254,delete
61679,0.631481481481,0.311940298507,h
61680,0.7425925925929999,0.194029850746,i
61681,0.67962962963,0.885074626866,space
61682,0.664814814815,0.191044776119,u
61683,0.6814814814810001,0.6611940298510001,n
61684,0.70462962963,0.670149253731,n
61685,0.919444444444,0.586567164179,delete
61686,0.917592592593,0.6134328358209999,delete
61687,0.914814814815,0.616417910448,delete
61688,0.75,0.253731343284,i
61689,0.225925925926,0.2,e
61690,0.19629629629599998,0.48805970149300004,s
61691,0.835185185185,0.364179104478,k
61692,0.8592592592589999,0.19701492537300003,o
61693,0.92037037037,0.638805970149,delete
61694,0.65,0.844776119403,space
61695,0.2,0.250746268657,w
61696,0.340740740741,0.182089552239,r
61697,0.912037037037,0.5820895522389999,delete
61698,0.9,0.565671641791,delete
61699,0.7527777777779999,0.111940298507,i
61700,0.6935185185189999,0.8701492537309999,space
61701,0.45462962963,0.180597014925,t
61702,0.712962962963,0.886567164179,space
61703,0.702777777778,0.7567164179100001,n
61704,0.656481481481,0.94328358209,space
61705,0.683333333333,0.908955223881,space
61706,0.835185185185,0.622388059701,m
61707,0.686111111111,0.6910447761190001,n
61708,0.19907407407400002,0.9567164179100001,","
61709,0.901851851852,0.565671641791,delete
61710,0.25833333333299996,0.217910447761,e
61711,0.060185185185199996,0.46716417910400004,a
61712,0.9111111111110001,0.33432835820900003,l
61713,0.65462962963,0.8432835820899999,space
61714,0.037037037037,0.641791044776,shift
61715,0.277777777778,0.19253731343299998,e
61716,0.360185185185,0.211940298507,r
61717,0.924074074074,0.350746268657,l
61718,0.241666666667,0.235820895522,e
61719,0.218518518519,0.177611940299,e
61720,0.590740740741,0.6373134328360001,b
61721,0.253703703704,0.23731343283599998,e
61722,0.087037037037,0.45671641791,a
61723,0.328703703704,0.164179104478,r
61724,0.666666666667,0.923880597015,space
61725,0.0537037037037,0.6955223880600001,shift
61726,0.94537037037,0.605970149254,delete
61727,0.928703703704,0.5970149253729999,delete
61728,0.26296296296300004,0.153731343284,e
61729,0.334259259259,0.117910447761,r
61730,0.269444444444,0.18805970149300003,e
61731,0.38425925925899995,0.159701492537,r
61732,0.0435185185185,0.641791044776,shift
61733,0.944444444444,0.128358208955,p
61734,0.06851851851850001,0.35671641791,a
61735,0.922222222222,0.34776119403000005,l
61736,0.591666666667,0.786567164179,space
61737,0.649074074074,0.728358208955,b
61738,0.927777777778,0.337313432836,l
61739,0.925,0.537313432836,delete
61740,0.8981481481479999,0.34328358209,l
61741,0.153703703704,0.14179104477600002,w
61742,0.694444444444,0.820895522388,space
61743,0.27037037036999995,0.186567164179,e
61744,0.722222222222,0.634328358209,n
61745,0.676851851852,0.844776119403,space
