,touch_x,touch_y,key
70796,0.18055555555599997,0.929850746269,","
70797,0.910185185185,0.591044776119,delete
70798,0.38796296296300004,0.670149253731,c
70799,0.937962962963,0.592537313433,delete
70800,0.627777777778,0.8746268656720001,space
70801,0.286111111111,0.19701492537300003,e
70802,0.2,0.435820895522,s
70803,0.6712962962960001,0.6373134328360001,n
70804,0.591666666667,0.8970149253730001,space
70805,0.944444444444,0.6134328358209999,delete
70806,0.935185185185,0.602985074627,delete
70807,0.789814814815,0.411940298507,k
70808,0.0768518518519,0.432835820896,a
70809,0.21296296296300002,0.164179104478,e
70810,0.938888888889,0.6283582089549999,delete
70811,0.694444444444,0.670149253731,n
70812,0.605555555556,0.898507462687,space
70813,0.663888888889,0.910447761194,space
70814,0.746296296296,0.168656716418,i
70815,0.296296296296,0.19253731343299998,e
70816,0.506481481481,0.42985074626900005,g
70817,0.687037037037,0.702985074627,n
70818,0.238888888889,0.18955223880600003,e
70819,0.48888888888899995,0.37164179104500006,g
70820,0.146296296296,0.422388059701,a
70821,0.932407407407,0.6119402985069999,delete
70822,0.919444444444,0.576119402985,delete
70823,0.589814814815,0.8089552238809999,space
70824,0.141666666667,0.165671641791,w
70825,0.17777777777800002,0.407462686567,s
70826,0.0018518518518499999,0.985074626866,symbol
70827,0.477777777778,0.7194029850749999,v
70828,0.448148148148,0.144776119403,t
70829,0.267592592593,0.16268656716399998,e
70830,0.5870370370369999,0.898507462687,space
70831,0.8,0.573134328358,m
70832,0.9009259259260001,0.35223880596999996,l
70833,0.215740740741,0.14776119403,e
70834,0.0814814814815,0.47014925373099997,a
70835,0.689814814815,0.679104477612,n
70836,0.914814814815,0.619402985075,delete
70837,0.36759259259300003,0.664179104478,c
70838,0.08425925925930002,0.434328358209,a
70839,0.577777777778,0.594029850746,b
70840,0.709259259259,0.631343283582,n
70841,0.19074074074099998,0.373134328358,s
70842,0.511111111111,0.426865671642,g
70843,0.339814814815,0.128358208955,r
70844,0.628703703704,0.879104477612,space
70845,0.6814814814810001,0.619402985075,n
70846,0.926851851852,0.594029850746,delete
70847,0.49907407407399995,0.19253731343299998,t
70848,0.174074074074,0.405970149254,s
70849,0.47962962963,0.15223880597,t
70850,0.613888888889,0.891044776119,space
70851,0.296296296296,0.432835820896,d
70852,0.289814814815,0.432835820896,d
70853,0.631481481481,0.888059701493,space
70854,0.09537037037039998,0.5970149253729999,shift
